,user,time,tweet_text,lat,long,location,hashtags
3706,damzi19,Sat Nov 07 19:51:33 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3707,Iam_eniola,Sat Nov 07 19:50:42 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Planet Earth,[]
3708,Musty_dope,Sat Nov 07 19:50:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3709,luthorr__,Sat Nov 07 19:50:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3710,VivianEjike,Sat Nov 07 19:50:04 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3711,Qweeniey,Sat Nov 07 19:50:04 +0000 2020,"RT @TinaWare: If you are living (or plan on moving) in the city, Toronto has a Rent Bank (interest free) loan program to cover up to 3 mont…",,,CN Tower City,[]
3712,AbimbolaRabiu,Sat Nov 07 19:49:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3713,its_shaokhan,Sat Nov 07 19:49:16 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,around the world ,[]
3714,AlexGold50,Sat Nov 07 19:48:59 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Anywhere the money AT.,[]
3715,lcakins,Sat Nov 07 19:48:39 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3716,BiolaAliy,Sat Nov 07 19:48:31 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Ilorin, Lagos",[]
3717,perceptive__,Sat Nov 07 19:48:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Federal Capital Territory, Nig",[]
3718,focusedmindz,Sat Nov 07 19:48:10 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Jos, Nigeria",[]
3719,MayokunSimeon,Sat Nov 07 19:47:55 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Toronto,Canada IJN",[]
3720,SegunDaCosmo,Sat Nov 07 19:47:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Earth, Milkyway Galaxy, World",[]
3721,BajTunji,Sat Nov 07 19:47:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3722,Oluwadaaami,Sat Nov 07 19:47:32 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
3723,vhickky_pearl,Sat Nov 07 19:47:12 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3724,kxannah,Sat Nov 07 19:46:55 +0000 2020,"RT @TinaWare: If you are living (or plan on moving) in the city, Toronto has a Rent Bank (interest free) loan program to cover up to 3 mont…",,,toronto,[]
3725,choclateprinc,Sat Nov 07 19:46:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Baile Átha Cliath ,[]
3726,UcheTina6,Sat Nov 07 19:45:44 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3727,Feyipatts,Sat Nov 07 19:45:40 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Iyana-Canada ,[]
3728,TONJAY_bLud,Sat Nov 07 19:45:09 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3729,TweetsByOla,Sat Nov 07 19:45:05 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,EST foothills of the Pennines,[]
3730,Domido012,Sat Nov 07 19:45:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"England, United Kingdom",[]
3731,OlakunleFemi,Sat Nov 07 19:44:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3732,mmduva,Sat Nov 07 19:44:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Enugu, Nigeria",[]
3733,KweenJay5,Sat Nov 07 19:44:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3734,Intotoontop,Sat Nov 07 19:43:43 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3735,lennyyprinnzz,Sat Nov 07 19:43:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
3736,iamprincegagat,Sat Nov 07 19:43:07 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Eriwhere u find OIL #datisall,[]
3737,FabulousOsman,Sat Nov 07 19:43:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Kwara, Nigeria",[]
3738,welladot90,Sat Nov 07 19:43:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3739,ZacLeWolf,Sat Nov 07 19:42:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,LDN,[]
3740,iGrntle,Sat Nov 07 19:42:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3741,Canhistoryrules,Sat Nov 07 19:42:41 +0000 2020,@Stephylac @SassyPitt @CTVNews Who has the secret Chinese bank accounts abs has millions of dollars of debt to chin?  Trump,,,"Toronto, Ontario",[]
3742,midetimeyin,Sat Nov 07 19:42:24 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3743,misheshots_,Sat Nov 07 19:42:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3744,HandsomeMccoy,Sat Nov 07 19:42:12 +0000 2020,"RT @TinaWare: If you are living (or plan on moving) in the city, Toronto has a Rent Bank (interest free) loan program to cover up to 3 mont…",,,"Whitby, Ontario",[]
3745,WeEndSarsRehjee,Sat Nov 07 19:41:59 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,akute,[]
3746,iberimaberima,Sat Nov 07 19:41:53 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Texas, USA",[]
3747,sweetqueensly,Sat Nov 07 19:41:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3748,Kachi_hime,Sat Nov 07 19:41:39 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3749,_oluwajohnson,Sat Nov 07 19:41:38 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3750,EfeOris1,Sat Nov 07 19:41:16 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Edo, Nigeria",[]
3751,hiqmatAdebola,Sat Nov 07 19:41:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3752,Amasoj20,Sat Nov 07 19:41:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos State,[]
3753,ibngoodness,Sat Nov 07 19:41:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria.,[]
3754,BorgBorgski,Sat Nov 07 19:41:03 +0000 2020,Trump will win bank on it! https://t.co/y6jr5nX6JL,,,Toronto ,[]
3755,iamobic,Sat Nov 07 19:40:07 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3756,Sceptical_Steve,Sat Nov 07 19:39:33 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos ,[]
3757,benspoet,Sat Nov 07 19:39:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Abeokuta/South Western Nigeria,[]
3758,BolanleJudith,Sat Nov 07 19:39:10 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3759,d_queen_v,Sat Nov 07 19:38:40 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3760,KaelinSpeaks,Sat Nov 07 19:38:35 +0000 2020,"@ExRepublican111 @nascentevol @ab_giles @WatchChad Can you go through another 3 month lockdown. 75% of Americans missed July rent/mortgage payments &amp; the restrictions were lite so the numbers tell me your holding on by a string 
Joey’s locking it down soon so i’ll see you at the food bank💤💤",,,"Brampton, Canada",[]
3761,love_de_hater,Sat Nov 07 19:38:31 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Earth,[]
3762,hushbun,Sat Nov 07 19:38:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3763,adetola_AA,Sat Nov 07 19:38:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Federal Capital Territory, Nig",[]
3764,SoBluntImSmokin,Sat Nov 07 19:37:56 +0000 2020,"RT @TinaWare: If you are living (or plan on moving) in the city, Toronto has a Rent Bank (interest free) loan program to cover up to 3 mont…",,,"Ajax, Ontario",[]
3765,iam_Awezzy_dice,Sat Nov 07 19:37:47 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3766,otomaton,Sat Nov 07 19:37:38 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Farmstead,[]
3767,feyiwonder,Sat Nov 07 19:37:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos,Nigeria",[]
3768,AtserWueseter,Sat Nov 07 19:37:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3769,It_iz_I,Sat Nov 07 19:37:05 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,20.10.20,[]
3770,kun1e_,Sat Nov 07 19:36:50 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,🗺,[]
3771,olanivision,Sat Nov 07 19:36:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,nigeria,[]
3772,IretiolaDoyle,Sat Nov 07 19:36:40 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3773,P_Zukko,Sat Nov 07 19:36:24 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3774,maibell__,Sat Nov 07 19:35:43 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,In his heart❣️,[]
3775,cozzbie,Sat Nov 07 19:35:39 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3776,OlaniyanDolapo_,Sat Nov 07 19:35:27 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3777,Bomaditimi,Sat Nov 07 19:35:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Port Harcourt, Nigeria",[]
3778,OluAAdewunmi,Sat Nov 07 19:35:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3779,Donzama,Sat Nov 07 19:35:02 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3780,Olorunwatomiyin,Sat Nov 07 19:35:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3781,SamuelL56803458,Sat Nov 07 19:34:57 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3782,temiiib,Sat Nov 07 19:34:55 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3783,epalyHarcourt,Sat Nov 07 19:34:04 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3784,bola_aseyan,Sat Nov 07 19:33:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,United Kingdom,[]
3785,a_biscute,Sat Nov 07 19:33:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos ,[]
3786,SpenceUzoma,Sat Nov 07 19:33:53 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,South East Nigeria,[]
3787,DanielOmonze,Sat Nov 07 19:33:27 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"London, England",[]
3788,adenuga_ronke,Sat Nov 07 19:33:09 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3789,oluwatobiisme,Sat Nov 07 19:33:05 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,where you see me,[]
3790,therealgilbee,Sat Nov 07 19:32:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Accra, Ghana",[]
3791,tobi09,Sat Nov 07 19:32:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos 🇳🇬 via Dublin 🇮🇪,[]
3792,ROTheVisualist,Sat Nov 07 19:32:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3793,olanrew68123433,Sat Nov 07 19:31:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3794,primookey,Sat Nov 07 19:31:37 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,+234,[]
3795,ObinnaIroagana1,Sat Nov 07 19:31:35 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3796,johnolujohnson,Sat Nov 07 19:31:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
